key,role,spell,wins,matches
79,4,6_21,0,1
79,4,1_11,1,1
79,1,11,93810,192984
79,1,4,93130,191625
79,1,6,538,1127
79,1,14,186,445
79,1,12,38,175
79,1,3,17,31
79,1,7,5,13
79,1,21,5,10
79,1,1,1,4
79,1,4_11,93062,191406
79,1,6_11,536,1118
79,1,11_14,166,381
79,1,4_12,31,149
79,1,4_14,20,64
79,1,3_11,17,31
79,1,11_12,7,25
79,1,7_11,5,12
79,1,11_21,5,9
79,1,4_6,2,5
79,1,1_6,0,2
79,1,1_11,1,2
79,1,4_21,0,1
79,1,6_12,0,1
79,1,6_7,0,1
79,5,4,69509,138795
79,5,14,56055,111309
79,5,12,12776,26042
79,5,3,386,822
79,5,6,172,393
79,5,21,105,249
79,5,11,58,140
79,5,7,43,127
79,5,1,54,121
79,5,4_14,55997,111149
79,5,4_12,12727,25921
79,5,3_4,373,794
79,5,4_6,147,320
79,5,4_21,105,245
79,5,4_11,57,135
79,5,4_7,43,119
79,5,1_4,53,112
79,5,12_14,38,100
79,5,6_14,12,36
79,5,6_12,7,17
79,5,3_14,7,16
79,5,1_6,1,9
79,5,3_6,5,8
79,5,7_14,0,4
79,5,11_14,0,3
79,5,3_12,1,2
79,5,7_21,0,1
79,5,6_11,0,1
79,5,6_7,0,1
79,5,14_21,0,1
79,5,3_7,0,1
79,5,7_12,0,1
79,5,3_21,0,1
79,5,6_21,0,1
79,5,11_12,1,1
79,3,4,864,2166
79,3,14,508,1262
79,3,12,115,286
79,3,7,102,276
79,3,3,104,267
79,3,6,23,54
79,3,1,11,31
79,3,21,10,25
79,3,11,3,17
79,3,4_14,507,1252
79,3,4_12,113,279
79,3,4_7,101,270
79,3,3_4,103,261
79,3,4_6,18,42
79,3,1_4,10,25
79,3,4_21,9,22
79,3,4_11,3,15
79,3,6_12,2,5
79,3,1_6,1,4
79,3,3_14,0,3
79,3,7_14,1,3
79,3,1_14,0,2
79,3,12_14,0,2
79,3,6_7,0,1
79,3,3_21,0,1
79,3,7_11,0,1
79,3,7_21,0,1
79,3,6_21,1,1
79,3,3_11,0,1
79,3,3_6,1,1
79,2,4,32085,68107
79,2,14,26978,56831
79,2,3,4423,9691
79,2,7,413,918
79,2,12,314,669
79,2,6,104,276
79,2,11,59,154
79,2,21,39,84
79,2,1,27,58
79,2,4_14,26896,56646
79,2,3_4,4356,9542
79,2,4_7,382,867
79,2,4_12,276,606
79,2,4_6,65,185
79,2,4_11,57,145
79,2,3_14,46,106
79,2,4_21,37,78
79,2,6_14,19,41
79,2,1_4,19,38
79,2,3_6,9,20
79,2,7_12,16,19
79,2,12_14,7,18
79,2,3_7,6,14
79,2,6_12,6,12
79,2,1_6,4,11
79,2,7_14,6,10
79,2,3_12,6,8
79,2,6_7,1,5
79,2,11_14,2,4
79,2,1_12,2,3
79,2,14_21,0,3
79,2,1_14,1,3
79,2,11_12,0,2
79,2,7_21,1,2
79,2,6_11,0,2
79,2,12_21,1,1
79,2,1_7,1,1
79,2,1_11,0,1
79,2,1_3,0,1
104,4,4,59189,121215
104,4,12,35784,73933
104,4,14,21740,44151
104,4,6,4625,9492
104,4,3,1137,2270
104,4,21,292,591
104,4,11,135,389
104,4,7,91,229
104,4,1,81,178
104,4,4_12,34148,70409
104,4,4_14,20356,41189
104,4,4_6,3156,6411
104,4,3_4,1005,2022
104,4,6_12,862,1824
104,4,12_14,733,1616
104,4,6_14,552,1122
104,4,4_21,252,511
104,4,4_11,131,366
104,4,4_7,83,188
104,4,3_14,63,124
104,4,1_4,61,119
104,4,14_21,34,71
104,4,3_6,33,63
104,4,3_12,36,60
104,4,1_6,16,50
104,4,7_14,3,16
104,4,7_12,1,12
104,4,6_7,3,11
104,4,11_14,0,9
104,4,6_11,2,9
104,4,12_21,4,5
104,4,1_14,2,4
104,4,1_12,2,4
104,4,11_12,2,3
104,4,6_21,1,2
104,4,7_21,1,1
104,4,11_21,0,1
104,4,1_7,0,1
104,4,3_11,0,1
104,1,11,903457,1838537
104,1,4,857987,1745650
104,1,6,30553,61974
104,1,14,13117,27356
104,1,3,1715,3638
104,1,12,71,259
104,1,1,84,189
104,1,7,50,147
104,1,21,21,54
104,1,4_11,857822,1745315
104,1,6_11,30541,61936
104,1,11_14,13073,27174
104,1,3_11,1712,3624
104,1,1_11,81,172
104,1,4_14,40,171
104,1,11_12,55,153
104,1,7_11,43,114
104,1,4_12,13,93
104,1,11_21,20,49
104,1,4_7,6,31
104,1,4_6,7,22
104,1,1_6,1,11
104,1,3_4,2,11
104,1,12_14,1,6
104,1,4_21,1,4
104,1,3_14,1,3
104,1,1_12,1,3
104,1,1_4,1,3
104,1,6_12,0,3
104,1,7_12,1,1
104,1,14_21,0,1
104,1,6_14,1,1
104,1,6_7,0,1
104,5,4,34314,67191
104,5,14,27938,54060
104,5,12,4057,8246
104,5,6,1321,2690
104,5,3,1084,2227
104,5,21,381,795
104,5,1,267,555
104,5,11,100,309
104,5,7,104,279
104,5,4_14,27561,53300
104,5,4_12,3912,7959
104,5,4_6,1041,2103
104,5,3_4,991,2030
104,5,4_21,365,759
104,5,1_4,253,508
104,5,6_14,193,395
104,5,4_11,90,285
104,5,4_7,97,247
104,5,12_14,96,184
104,5,3_14,73,156
104,5,6_12,42,83
104,5,1_6,12,37
104,5,3_6,16,31
104,5,6_7,4,17
104,5,14_21,6,13
104,5,6_11,5,12
104,5,6_21,8,12
104,5,7_14,1,6
104,5,11_12,1,6
104,5,12_21,1,5
104,5,11_14,3,4
104,5,7_12,1,4
104,5,1_3,0,3
104,5,3_21,0,3
104,5,7_21,1,3
104,5,3_12,3,3
104,5,1_12,1,2
104,5,1_14,1,2
104,5,1_7,0,2
104,5,1_11,0,1
104,5,3_11,1,1
104,3,4,5125,11320
104,3,7,2700,5769
104,3,3,964,2194
104,3,14,873,1978
104,3,6,342,774
104,3,12,190,467
104,3,1,138,309
104,3,21,120,255
104,3,11,26,142
104,3,4_7,2640,5631
104,3,3_4,936,2130
104,3,4_14,838,1899
104,3,4_6,269,591
104,3,4_12,173,423
104,3,1_4,134,284
104,3,4_21,111,234
104,3,4_11,24,128
104,3,6_7,46,96
104,3,3_14,14,28
104,3,6_14,10,23
104,3,1_6,4,21
104,3,3_6,6,21
104,3,7_12,6,18
104,3,6_12,4,12
104,3,3_7,6,10
104,3,14_21,5,10
104,3,7_14,1,8
104,3,12_14,5,7
104,3,6_21,2,6
104,3,11_12,1,5
104,3,6_11,1,4
104,3,7_21,1,3
104,3,3_12,1,2
104,3,3_21,1,2
104,3,11_14,0,2
104,3,7_11,0,2
104,3,1_11,0,1
104,3,1_3,0,1
104,3,1_14,0,1
104,3,1_7,0,1
104,2,4,1152,2964
104,2,14,729,1751
104,2,11,144,535
104,2,3,236,508
104,2,6,94,228
104,2,7,44,138
104,2,12,30,94
104,2,1,32,93
104,2,21,19,59
104,2,4_14,696,1673
104,2,4_11,127,481
104,2,3_4,209,454
104,2,4_7,39,116
104,2,4_6,35,90
104,2,4_12,20,66
104,2,1_6,24,62
104,2,4_21,18,54
104,2,1_4,8,30
104,2,3_14,11,28
104,2,6_14,13,23
104,2,6_11,6,22
104,2,11_14,6,17
104,2,3_6,10,15
104,2,6_12,4,10
104,2,11_12,2,8
104,2,7_14,1,6
104,2,6_7,1,4
104,2,3_7,2,4
104,2,7_11,0,4
104,2,12_14,2,3
104,2,3_11,3,3
104,2,3_12,1,3
104,2,7_12,1,3
104,2,6_21,1,2
104,2,1_3,0,1
104,2,12_21,0,1
104,2,14_21,0,1
104,2,7_21,0,1
887,4,12,161341,343278
887,4,14,138698,293976
887,4,4,52085,116965
887,4,6,54392,113482
887,4,3,2583,5398
887,4,7,361,871
887,4,21,300,650
887,4,11,107,318
887,4,1,88,192
887,4,12_14,99204,208895
887,4,6_12,35579,74417
887,4,4_12,25625,58066
887,4,4_14,22807,50717
887,4,6_14,15668,32233
887,4,4_6,2661,5829
887,4,3_14,904,1844
887,4,3_12,820,1683
887,4,3_4,432,1014
887,4,3_6,420,845
887,4,4_7,280,683
887,4,4_21,171,344
887,4,4_11,83,256
887,4,14_21,79,192
887,4,7_12,32,76
887,4,12_21,31,72
887,4,1_12,29,61
887,4,1_4,26,56
887,4,6_7,19,52
887,4,7_14,24,49
887,4,1_6,18,40
887,4,6_11,15,38
887,4,1_14,15,34
887,4,6_21,11,28
887,4,11_14,4,12
887,4,11_12,2,8
887,4,3_21,5,7
887,4,7_21,3,7
887,4,3_11,1,2
887,4,7_11,2,2
887,4,3_7,1,2
887,4,1_3,0,1
887,1,11,14522,32589
887,1,6,10024,21710
887,1,4,3751,9171
887,1,14,555,1411
887,1,3,180,421
887,1,12,96,263
887,1,1,5,11
887,1,7,4,11
887,1,21,0,1
887,1,6_11,10015,21668
887,1,4_11,3736,9097
887,1,11_14,523,1278
887,1,3_11,180,420
887,1,11_12,58,104
887,1,12_14,25,92
887,1,4_12,8,38
887,1,4_14,6,32
887,1,6_12,5,29
887,1,7_11,4,11
887,1,1_11,5,10
887,1,6_14,1,9
887,1,4_6,1,3
887,1,3_4,0,1
887,1,1_6,0,1
887,1,11_21,0,1
887,5,14,8103,17076
887,5,4,5592,12213
887,5,12,2994,6500
887,5,6,3070,6327
887,5,3,376,790
887,5,21,60,140
887,5,7,19,59
887,5,1,24,52
887,5,11,8,21
887,5,4_14,4336,9366
887,5,6_14,1935,3892
887,5,12_14,1632,3424
887,5,4_12,661,1535
887,5,6_12,673,1470
887,5,4_6,399,842
887,5,3_14,171,341
887,5,3_4,131,298
887,5,4_21,31,86
887,5,3_6,49,86
887,5,3_12,25,63
887,5,4_7,14,46
887,5,14_21,23,42
887,5,1_4,15,29
887,5,1_6,6,18
887,5,4_11,5,11
887,5,6_11,3,10
887,5,7_14,4,7
887,5,6_21,4,6
887,5,12_21,2,5
887,5,1_14,2,4
887,5,6_7,1,3
887,5,7_12,0,2
887,5,3_21,0,1
887,5,1_12,1,1
887,5,3_7,0,1
887,3,4,249,667
887,3,14,175,477
887,3,6,248,473
887,3,12,99,284
887,3,7,61,164
887,3,3,58,124
887,3,21,21,38
887,3,1,14,29
887,3,11,1,4
887,3,4_14,69,199
887,3,4_6,88,174
887,3,12_14,42,140
887,3,6_14,61,128
887,3,4_7,38,122
887,3,4_12,22,78
887,3,3_4,24,68
887,3,6_12,33,59
887,3,3_6,27,44
887,3,6_7,16,30
887,3,6_21,13,19
887,3,1_6,9,17
887,3,4_21,5,16
887,3,1_4,3,8
887,3,3_14,1,5
887,3,3_7,4,4
887,3,7_14,1,4
887,3,3_12,1,2
887,3,1_12,0,2
887,3,6_11,1,2
887,3,7_12,0,2
887,3,4_11,0,2
887,3,1_14,1,1
887,3,1_7,1,1
887,3,12_21,1,1
887,3,3_21,1,1
887,3,7_21,1,1
887,2,4,213,603
887,2,14,181,522
887,2,3,72,162
887,2,6,54,139
887,2,12,30,113
887,2,7,15,51
887,2,11,7,21
887,2,21,1,8
887,2,1,1,7
887,2,4_14,130,359
887,2,3_4,45,112
887,2,12_14,14,58
887,2,6_14,17,55
887,2,4_12,11,41
887,2,4_6,14,40
887,2,3_14,17,37
887,2,4_7,10,34
887,2,6_12,5,13
887,2,3_6,10,13
887,2,4_11,2,10
887,2,7_14,3,10
887,2,6_11,5,7
887,2,4_21,0,5
887,2,1_6,0,5
887,2,6_7,2,5
887,2,11_14,0,2
887,2,1_4,1,2
887,2,7_11,0,1
887,2,7_12,0,1
887,2,11_21,0,1
887,2,6_21,1,1
887,2,14_21,0,1
120,4,6,11463,27615
120,4,14,9709,23116
120,4,12,6721,16261
120,4,4,1539,4186
120,4,3,113,286
120,4,11,56,204
120,4,21,33,75
120,4,1,7,52
120,4,7,16,47
120,4,6_14,6830,16197
120,4,6_12,3851,9223
120,4,12_14,2404,5719
120,4,4_6,626,1720
120,4,4_12,457,1288
120,4,4_14,434,1112
120,4,3_6,76,180
120,4,6_11,49,180
120,4,3_14,22,55
120,4,1_6,7,47
120,4,6_21,14,40
120,4,6_7,10,28
120,4,3_4,8,26
120,4,14_21,15,26
120,4,3_12,7,24
120,4,4_7,6,16
120,4,4_11,4,16
120,4,4_21,4,8
120,4,11_14,2,5
120,4,11_12,1,3
120,4,1_12,0,3
120,4,3_7,0,1
120,4,1_21,0,1
120,4,1_14,0,1
120,4,7_12,0,1
120,4,7_14,0,1
120,1,11,1019965,2090521
120,1,6,934398,1892644
120,1,4,77685,181847
120,1,14,7583,15758
120,1,3,337,755
120,1,1,91,239
120,1,12,66,210
120,1,7,56,158
120,1,21,12,32
120,1,6_11,934364,1892192
120,1,4_11,77601,181438
120,1,11_14,7552,15596
120,1,3_11,336,747
120,1,4_6,57,315
120,1,1_11,90,225
120,1,11_12,58,154
120,1,7_11,51,140
120,1,6_14,17,87
120,1,4_14,14,63
120,1,6_12,5,31
120,1,11_21,12,29
120,1,4_7,5,14
120,1,4_12,2,13
120,1,1_6,0,11
120,1,12_14,0,10
120,1,6_7,0,4
120,1,3_6,1,3
120,1,1_12,1,2
120,1,4_21,0,2
120,1,3_4,0,2
120,1,3_14,0,2
120,1,1_3,0,1
120,1,6_21,0,1
120,5,6,788,1892
120,5,14,684,1636
120,5,4,263,785
120,5,12,129,345
120,5,11,36,125
120,5,3,13,41
120,5,1,10,29
120,5,21,5,13
120,5,7,2,6
120,5,6_14,544,1204
120,5,4_6,120,337
120,5,4_14,106,336
120,5,6_12,78,197
120,5,6_11,28,97
120,5,12_14,28,81
120,5,4_12,23,67
120,5,1_6,10,28
120,5,3_6,8,27
120,5,4_11,7,25
120,5,4_21,3,9
120,5,3_4,2,7
120,5,3_14,3,7
120,5,14_21,2,4
120,5,11_14,1,3
120,5,4_7,2,3
120,5,6_7,0,2
120,5,1_4,0,1
120,5,7_14,0,1
120,3,6,97,303
120,3,4,55,199
120,3,14,48,127
120,3,11,13,59
120,3,7,16,56
120,3,12,9,43
120,3,3,12,39
120,3,1,3,27
120,3,21,5,9
120,3,6_14,38,92
120,3,4_6,25,82
120,3,6_11,11,43
120,3,4_7,9,38
120,3,4_14,8,27
120,3,6_12,5,26
120,3,1_6,3,22
120,3,3_6,8,19
120,3,6_7,7,18
120,3,4_11,2,16
120,3,3_4,4,16
120,3,4_21,5,8
120,3,4_12,2,8
120,3,12_14,2,6
120,3,1_4,0,4
120,3,3_12,0,2
120,3,3_14,0,2
120,3,6_21,0,1
120,3,1_12,0,1
120,2,6,241,825
120,2,4,177,632
120,2,14,156,518
120,2,11,84,337
120,2,3,55,197
120,2,12,7,56
120,2,7,15,50
120,2,1,6,32
120,2,21,1,13
120,2,6_11,66,266
120,2,6_14,82,247
120,2,4_14,69,244
120,2,4_6,54,168
120,2,3_4,24,103
120,2,3_6,28,81
120,2,4_11,17,61
120,2,4_7,9,29
120,2,6_12,1,26
120,2,1_6,5,25
120,2,4_12,3,17
120,2,6_7,5,11
120,2,4_21,1,9
120,2,11_14,1,8
120,2,3_14,2,7
120,2,12_14,2,6
120,2,7_14,0,4
120,2,3_7,1,4
120,2,1_12,1,3
120,2,12_21,0,2
120,2,7_12,0,2
120,2,1_4,0,1
120,2,1_14,0,1
120,2,1_11,0,1
120,2,1_3,0,1
120,2,6_21,0,1
120,2,14_21,0,1
120,2,3_11,0,1
74,4,4,121136,235352
74,4,12,80385,155876
74,4,14,36738,71446
74,4,3,7362,14854
74,4,21,7166,13505
74,4,7,3354,6721
74,4,6,1613,3184
74,4,11,127,277
74,4,1,53,141
74,4,4_12,75478,146246
74,4,4_14,32150,62402
74,4,3_4,5792,11646
74,4,4_21,5047,9604
74,4,12_14,2623,5155
74,4,4_7,1964,4038
74,4,14_21,845,1568
74,4,3_14,745,1551
74,4,7_12,662,1274
74,4,6_12,609,1193
74,4,4_6,583,1147
74,4,3_12,470,984
74,4,12_21,506,938
74,4,7_21,488,868
74,4,3_21,236,455
74,4,6_14,223,436
74,4,7_14,150,321
74,4,4_11,81,180
74,4,6_7,59,150
74,4,3_6,87,147
74,4,1_4,39,89
74,4,11_12,38,74
74,4,6_21,43,70
74,4,3_7,30,67
74,4,1_6,6,31
74,4,1_12,5,12
74,4,6_11,3,10
74,4,11_14,4,9
74,4,1_14,1,4
74,4,1_3,1,3
74,4,7_11,1,2
74,4,1_21,1,1
74,4,1_7,0,1
74,4,11_21,0,1
74,4,3_11,0,1
74,1,11,1419,3913
74,1,4,748,2305
74,1,3,632,1564
74,1,14,57,182
74,1,12,46,157
74,1,6,31,117
74,1,7,15,47
74,1,21,11,36
74,1,1,1,5
74,1,4_11,696,2081
74,1,3_11,630,1549
74,1,6_11,31,109
74,1,4_12,23,105
74,1,11_14,31,95
74,1,4_14,21,74
74,1,11_12,21,45
74,1,4_7,4,18
74,1,7_11,6,16
74,1,11_21,3,14
74,1,3_4,1,13
74,1,7_21,3,9
74,1,4_21,3,9
74,1,4_6,0,5
74,1,7_14,2,4
74,1,1_11,1,4
74,1,12_14,1,4
74,1,14_21,2,4
74,1,6_12,0,2
74,1,1_6,0,1
74,1,3_14,0,1
74,1,3_12,1,1
74,5,4,238898,444792
74,5,14,107968,202074
74,5,12,77545,144055
74,5,21,33947,61812
74,5,3,18903,35208
74,5,7,7873,15380
74,5,6,1560,3125
74,5,1,600,1201
74,5,11,296,675
74,5,4_14,105204,196827
74,5,4_12,75373,139813
74,5,4_21,32506,59188
74,5,3_4,17760,33091
74,5,4_7,6302,12354
74,5,12_14,1007,1956
74,5,4_6,932,1836
74,5,3_14,646,1202
74,5,1_4,583,1147
74,5,14_21,596,1091
74,5,7_12,513,1014
74,5,7_21,478,868
74,5,7_14,348,660
74,5,4_11,235,536
74,5,3_12,226,442
74,5,6_12,205,420
74,5,6_7,174,374
74,5,12_21,166,313
74,5,6_14,161,311
74,5,3_21,168,276
74,5,3_7,55,104
74,5,11_12,44,92
74,5,3_6,43,79
74,5,6_21,34,68
74,5,1_6,6,28
74,5,11_14,8,20
74,5,3_11,2,9
74,5,6_11,5,9
74,5,1_14,2,7
74,5,1_12,4,5
74,5,1_21,1,5
74,5,1_3,3,5
74,5,7_11,2,4
74,5,11_21,0,3
74,5,1_7,1,2
74,5,1_11,0,2
74,3,4,31418,58990
74,3,7,9881,18573
74,3,12,9639,17780
74,3,14,5856,11424
74,3,3,4972,9337
74,3,21,2222,4164
74,3,6,373,724
74,3,1,270,531
74,3,11,22,61
74,3,4_7,9448,17739
74,3,4_12,9203,16957
74,3,4_14,5416,10547
74,3,3_4,4794,8944
74,3,4_21,2016,3770
74,3,1_4,258,500
74,3,4_6,271,496
74,3,12_14,185,348
74,3,7_12,158,308
74,3,3_14,75,186
74,3,7_14,98,180
74,3,7_21,90,169
74,3,14_21,73,131
74,3,6_7,51,103
74,3,3_7,36,72
74,3,3_12,36,70
74,3,3_21,19,49
74,3,6_12,25,47
74,3,4_11,12,37
74,3,12_21,21,33
74,3,6_14,9,30
74,3,1_6,5,21
74,3,11_12,7,12
74,3,3_6,8,11
74,3,6_21,3,10
74,3,6_11,1,6
74,3,1_12,4,5
74,3,1_3,3,4
74,3,7_11,1,2
74,3,11_14,0,2
74,3,3_11,1,1
74,3,11_21,0,1
74,3,1_21,0,1
74,2,4,93041,175616
74,2,14,57612,108498
74,2,3,27579,52282
74,2,7,4446,8628
74,2,21,3493,6533
74,2,12,3395,6507
74,2,6,380,791
74,2,1,92,211
74,2,11,82,196
74,2,4_14,56210,105777
74,2,3_4,26426,50049
74,2,4_7,3986,7710
74,2,4_21,3054,5643
74,2,4_12,2975,5631
74,2,3_14,856,1620
74,2,4_6,233,470
74,2,12_14,227,450
74,2,14_21,164,307
74,2,3_21,133,282
74,2,7_21,124,257
74,2,7_14,124,252
74,2,7_12,100,203
74,2,1_4,83,183
74,2,4_11,68,153
74,2,3_7,79,137
74,2,3_12,49,112
74,2,3_6,38,78
74,2,6_14,28,75
74,2,6_7,33,68
74,2,6_12,30,64
74,2,12_21,10,32
74,2,1_6,7,20
74,2,11_14,5,17
74,2,11_12,4,14
74,2,6_21,6,8
74,2,6_11,5,8
74,2,1_21,2,4
74,2,1_3,0,2
74,2,3_11,0,2
74,2,1_12,0,1
74,2,1_11,0,1
74,2,7_11,0,1
420,4,4,521222,1017812
420,4,12,458889,892086
420,4,14,64510,130139
420,4,3,6626,13313
420,4,6,4394,8855
420,4,21,3308,6281
420,4,7,2262,4875
420,4,11,419,977
420,4,1,199,422
420,4,4_12,450558,875379
420,4,4_14,58594,118134
420,4,3_4,5633,11329
420,4,12_14,4879,9859
420,4,4_21,2687,5094
420,4,4_6,1890,3748
420,4,6_12,1839,3706
420,4,4_7,1349,2957
420,4,3_12,648,1235
420,4,7_12,576,1224
420,4,6_14,495,1011
420,4,4_11,363,841
420,4,12_21,308,587
420,4,3_14,259,570
420,4,1_4,163,330
420,4,7_14,138,273
420,4,7_21,134,248
420,4,14_21,128,243
420,4,6_7,56,152
420,4,3_6,55,112
420,4,6_21,32,65
420,4,1_12,21,53
420,4,11_14,17,44
420,4,11_12,17,43
420,4,6_11,18,41
420,4,3_21,16,36
420,4,1_6,9,20
420,4,3_7,9,20
420,4,1_3,5,9
420,4,1_14,1,5
420,4,1_21,0,4
420,4,11_21,3,4
420,4,3_11,1,2
420,4,1_11,0,1
420,4,7_11,0,1
420,1,4,398,1326
420,1,11,323,947
420,1,12,115,515
420,1,14,28,108
420,1,6,28,79
420,1,3,5,23
420,1,7,4,10
420,1,21,1,5
420,1,1,0,3
420,1,4_11,273,784
420,1,4_12,109,477
420,1,6_11,25,71
420,1,4_14,13,54
420,1,11_14,13,43
420,1,11_12,4,22
420,1,3_11,3,17
420,1,12_14,1,9
420,1,3_4,2,6
420,1,7_11,4,6
420,1,6_12,1,3
420,1,11_21,1,3
420,1,7_12,0,3
420,1,6_14,1,2
420,1,4_6,1,2
420,1,12_21,0,1
420,1,1_4,0,1
420,1,4_7,0,1
420,1,1_6,0,1
420,1,4_21,0,1
420,1,1_11,0,1
420,5,4,25386,47943
420,5,12,16214,30239
420,5,14,7304,14300
420,5,3,1469,2812
420,5,21,1065,1972
420,5,6,690,1331
420,5,7,280,587
420,5,1,49,118
420,5,11,18,52
420,5,4_12,15649,29098
420,5,4_14,6894,13513
420,5,3_4,1287,2455
420,5,4_21,954,1717
420,5,4_6,366,672
420,5,6_12,197,393
420,5,4_7,177,356
420,5,12_14,177,336
420,5,3_14,122,226
420,5,6_14,87,177
420,5,7_12,79,170
420,5,12_21,54,124
420,5,1_4,46,106
420,5,3_12,48,96
420,5,6_21,32,64
420,5,3_21,9,27
420,5,4_11,10,26
420,5,7_14,13,25
420,5,14_21,10,22
420,5,11_12,7,20
420,5,7_21,6,18
420,5,6_7,4,13
420,5,1_6,1,6
420,5,3_6,2,4
420,5,3_7,1,4
420,5,1_11,0,3
420,5,6_11,1,2
420,5,1_12,2,2
420,5,1_7,0,1
420,5,11_14,0,1
420,3,4,803,1939
420,3,12,387,905
420,3,14,233,544
420,3,7,143,341
420,3,3,101,270
420,3,21,45,82
420,3,6,24,69
420,3,11,9,16
420,3,1,5,14
420,3,4_12,352,835
420,3,4_14,199,469
420,3,4_7,116,288
420,3,3_4,80,227
420,3,4_21,33,63
420,3,4_6,16,39
420,3,12_14,16,27
420,3,3_14,7,21
420,3,7_12,11,19
420,3,6_12,6,18
420,3,1_4,5,14
420,3,7_14,5,13
420,3,11_14,6,10
420,3,3_21,7,10
420,3,6_7,1,8
420,3,3_7,5,7
420,3,7_21,5,6
420,3,4_11,2,4
420,3,3_12,1,4
420,3,14_21,0,2
420,3,6_14,0,2
420,3,6_11,0,1
420,3,12_21,0,1
420,3,11_12,1,1
420,3,3_6,1,1
420,2,4,2916,7139
420,2,14,1593,3897
420,2,3,844,2019
420,2,12,372,926
420,2,7,160,420
420,2,21,83,178
420,2,6,64,158
420,2,11,12,35
420,2,1,10,28
420,2,4_14,1539,3767
420,2,3_4,809,1944
420,2,4_12,320,803
420,2,4_7,128,348
420,2,4_21,70,155
420,2,4_6,38,86
420,2,12_14,15,44
420,2,3_14,14,31
420,2,7_12,11,29
420,2,6_12,11,26
420,2,3_12,11,19
420,2,7_14,9,19
420,2,1_4,9,19
420,2,4_11,3,17
420,2,6_14,5,16
420,2,11_14,7,15
420,2,3_6,5,13
420,2,6_7,4,8
420,2,3_7,4,8
420,2,7_21,3,7
420,2,1_6,0,5
420,2,12_21,4,5
420,2,14_21,4,4
420,2,6_21,1,3
420,2,3_21,1,3
420,2,6_11,0,1
420,2,7_11,1,1
420,2,1_21,0,1
420,2,1_14,0,1
420,2,1_3,0,1
420,2,1_11,1,1
39,4,4,497324,1000451
39,4,14,259544,516506
39,4,12,239834,487566
39,4,3,4341,8933
39,4,6,1561,3267
39,4,21,696,1392
39,4,1,645,1343
39,4,7,390,1009
39,4,11,217,625
39,4,4_14,254890,507142
39,4,4_12,235669,479196
39,4,3_4,3922,8068
39,4,12_14,3909,7803
39,4,4_6,1192,2434
39,4,1_4,607,1252
39,4,4_7,366,919
39,4,4_21,442,886
39,4,3_14,313,645
39,4,4_11,202,554
39,4,14_21,232,466
39,4,6_14,172,377
39,4,6_12,153,320
39,4,3_12,92,170
39,4,1_6,16,48
39,4,7_14,10,38
39,4,3_6,9,35
39,4,6_7,9,29
39,4,11_12,2,23
39,4,12_21,11,23
39,4,6_11,7,21
39,4,1_14,10,18
39,4,11_14,5,17
39,4,1_12,9,16
39,4,7_12,4,15
39,4,3_21,4,9
39,4,1_11,0,5
39,4,6_21,3,3
39,4,1_21,3,3
39,4,3_7,0,3
39,4,7_11,0,3
39,4,7_21,1,2
39,4,3_11,1,2
39,4,1_3,0,1
39,1,4,1027,3258
39,1,11,943,2902
39,1,14,105,416
39,1,12,68,285
39,1,6,26,73
39,1,3,6,24
39,1,7,6,11
39,1,1,1,6
39,1,21,0,3
39,1,4_11,882,2682
39,1,4_14,81,328
39,1,4_12,61,239
39,1,11_14,21,81
39,1,6_11,26,68
39,1,11_12,4,38
39,1,3_11,6,22
39,1,12_14,3,7
39,1,4_7,3,5
39,1,7_11,3,5
39,1,1_11,1,4
39,1,11_21,0,2
39,1,4_6,0,2
39,1,1_7,0,1
39,1,6_12,0,1
39,1,4_21,0,1
39,1,3_4,0,1
39,1,3_6,0,1
39,1,1_6,0,1
39,5,4,605196,1196039
39,5,14,551709,1086897
39,5,12,45413,92227
39,5,3,4965,10573
39,5,1,3263,6508
39,5,6,1023,2131
39,5,7,686,1627
39,5,21,537,1118
39,5,11,332,838
39,5,4_14,550380,1084278
39,5,4_12,44491,90374
39,5,3_4,4726,10047
39,5,1_4,3234,6406
39,5,12_14,868,1696
39,5,4_6,835,1656
39,5,4_7,624,1480
39,5,4_21,488,1027
39,5,4_11,313,771
39,5,3_14,213,466
39,5,6_14,122,256
39,5,14_21,40,77
39,5,6_12,25,76
39,5,7_14,36,72
39,5,1_6,12,58
39,5,6_7,16,49
39,5,1_14,10,31
39,5,3_12,14,30
39,5,11_12,2,24
39,5,11_14,10,21
39,5,3_6,6,18
39,5,6_11,5,16
39,5,7_12,5,15
39,5,1_12,4,7
39,5,3_7,4,6
39,5,12_21,3,5
39,5,7_11,1,4
39,5,3_21,1,3
39,5,1_21,2,3
39,5,1_3,1,2
39,5,6_21,2,2
39,5,1_7,0,1
39,5,3_11,0,1
39,5,11_21,1,1
39,3,4,6586,15424
39,3,14,3369,7989
39,3,3,1394,3129
39,3,7,719,1689
39,3,12,594,1529
39,3,1,411,895
39,3,21,107,229
39,3,6,72,167
39,3,11,16,93
39,3,4_14,3340,7916
39,3,3_4,1389,3107
39,3,4_7,715,1680
39,3,4_12,566,1456
39,3,1_4,404,869
39,3,4_21,103,220
39,3,4_6,58,118
39,3,4_11,11,58
39,3,12_14,20,37
39,3,11_12,4,25
39,3,1_6,7,20
39,3,3_14,2,13
39,3,6_14,3,11
