key,role,category,abilities,wins,matches
145,3,skill15,QEWQQRQQWQWREEE,150,279
145,3,skill15,QEWQQRQWQQERWWE,143,277
145,3,skill15,QWEQWRQQQQWREWW,170,276
145,3,skill15,QWQEQRQWQWRQWWE,132,275
145,3,skill15,QWEQQRQWQERQWWE,138,275
145,3,skill15,QEWQQRQEQEQRWEW,115,270
145,3,skill15,QWEQQRQWQWRWWQW,139,270
145,3,skill15,QEWQQRQWQQEERWW,147,269
145,3,skill15,EQWQQRQQEQEEREE,164,269
145,3,skill15,WQEQQRQWQWQREWW,135,267
145,3,skill15,QWEQQRQQWQQEREE,128,265
145,3,skill15,QWEQQRQWQQWWWER,143,264
145,3,skill15,QWEQQRQWQWWERWW,137,263
145,3,skill15,QWQEQRQWQQEEREE,149,262
145,3,skill15,QEWQQRQWQEQRWEW,123,262
145,3,skill15,QWEQQRQWQQEWREE,166,261
145,3,skill15,QWEQQRQEQEREQWE,145,261
145,3,skill15,QWEQQRQEQEERWQE,120,260
145,3,skill15,QWEQWRQQQEQREEE,136,260
145,3,skill15,EQWQQRQEQERQEEE,121,260
145,3,skill15,QWEQQRQQEQWWREW,162,259
145,3,skill15,QEWQQREQQQEEREE,157,258
145,3,skill15,QWEQQRQQWQQWREW,122,257
145,3,skill15,QWEQQRQWWQWERQW,152,257
145,3,skill15,QEWQQRQEQQREEEE,133,256
145,3,skill15,QWEQQRQEQEEQREW,152,256
145,3,skill15,QEWQQRQWQQEEREW,141,255
145,3,skill15,QWEQQRQEQERWEEQ,130,254
145,3,skill15,QWEQQRQEQEERWEQ,112,254
145,3,skill15,QWEQQRQEEQERQEE,135,253
145,3,skill15,QWEQQRQEQERWEQE,135,251
145,3,skill15,QWEQQRWQQWQRWWE,129,251
145,3,skill15,QWEWQRQQQQWRWEW,134,251
145,3,skill15,QEWQQRQWQQEWRWW,151,251
145,2,skillOrder,WQE,3701,7575
145,2,skillOrder,QEW,1253,3614
145,2,skillOrder,QWE,845,2372
145,2,skillOrder,WEQ,571,1223
145,2,skillOrder,EQW,15,32
145,2,skillOrder,EWQ,4,15
145,2,skillLevel1,Q,2605,7658
145,2,skillLevel1,W,3979,8341
145,2,skillLevel1,E,39,106
145,2,skillLevel1,R,0,0
145,2,skillLevel2,Q,3646,7626
145,2,skillLevel2,W,2083,5993
145,2,skillLevel2,E,894,2486
145,2,skillLevel2,R,0,0
145,2,skillLevel3,Q,405,1009
145,2,skillLevel3,W,1899,4414
145,2,skillLevel3,E,4319,10681
145,2,skillLevel3,R,0,1
145,2,skillLevel4,Q,2346,6977
145,2,skillLevel4,W,2926,6318
145,2,skillLevel4,E,1349,2802
145,2,skillLevel4,R,2,8
145,2,skillLevel5,Q,2248,6860
145,2,skillLevel5,W,4303,9036
145,2,skillLevel5,E,67,179
145,2,skillLevel5,R,5,30
145,2,skillLevel6,Q,19,63
145,2,skillLevel6,W,603,1065
145,2,skillLevel6,E,3,19
145,2,skillLevel6,R,5998,14958
145,2,skill6,QWEQQR,1409,4291
145,2,skill6,WQEWWR,1876,4005
145,2,skill6,WQWEWR,927,1855
145,2,skill6,QEWQQR,473,1454
145,2,skill6,QWEWWR,326,728
145,2,skill6,WQEWWW,309,543
145,2,skill6,WEQWWR,200,453
145,2,skill6,WQEQQR,99,290
145,2,skill6,WQWEWW,173,288
145,2,skill10,WQEWWRWWQW,846,1674
145,2,skill10,WQEWWRWQWW,556,1227
145,2,skill10,WQWEWRWWQW,533,993
145,2,skill10,QWEQQRQEQE,319,970
145,2,skill10,QWEQQRQEQQ,308,849
145,2,skill10,QWEQQRQWQW,242,679
145,2,skill10,QEWQQRQEQE,190,579
145,2,skill10,WQWEWRWQWW,231,472
145,2,skill10,WQEWWWRWQW,244,419
145,2,skill10,QWEQQRQWQQ,164,418
145,2,skill10,QEWQQRQEQQ,129,347
145,2,skill10,WQEWWRWWEW,147,307
145,2,skill10,QWEWWRWWQW,139,280
145,2,skill15,WQEWWRWWQWQRQQE,284,471
145,2,skill15,QWEQQRQEQQEREEE,167,374
145,2,skill15,WQWEWRWWQWQRQQE,209,318
145,2,skill15,WQEWWRWQWWQRQQE,161,292
429,4,skillOrder,EQW,18702,40287
429,4,skillOrder,QEW,14782,29854
429,4,skillOrder,EWQ,31,91
429,4,skillOrder,QWE,4,22
429,4,skillOrder,WEQ,2,4
429,4,skillLevel1,Q,572,1485
429,4,skillLevel1,W,22,60
429,4,skillLevel1,E,33296,70976
429,4,skillLevel1,R,0,0
429,4,skillLevel2,Q,33272,70910
429,4,skillLevel2,W,25,75
429,4,skillLevel2,E,593,1536
429,4,skillLevel2,R,0,0
429,4,skillLevel3,Q,14355,29508
429,4,skillLevel3,W,2730,6524
429,4,skillLevel3,E,16805,36489
429,4,skillLevel3,R,0,0
429,4,skillLevel4,Q,15440,33581
429,4,skillLevel4,W,2019,4546
429,4,skillLevel4,E,16431,34391
429,4,skillLevel4,R,0,3
429,4,skillLevel5,Q,14700,30395
429,4,skillLevel5,W,282,667
429,4,skillLevel5,E,18877,41393
429,4,skillLevel5,R,31,66
429,4,skillLevel6,Q,9351,19408
429,4,skillLevel6,W,77,212
429,4,skillLevel6,E,11432,22958
429,4,skillLevel6,R,13030,29943
429,4,skill6,EQQEQE,10012,19949
429,4,skill6,EQEQEQ,7741,16056
429,4,skill6,EQEQER,5202,11848
429,4,skill6,EQQEQR,2137,4717
429,4,skill6,EQWEER,1903,4558
429,4,skill6,EQEWER,1425,3214
429,4,skill6,EQEQQE,1139,2373
429,4,skill6,EQQEEQ,1073,2181
429,4,skill6,EQQEER,553,1224
429,4,skill6,EQEQQR,455,1076
429,4,skill6,EQEWEQ,210,431
429,4,skill6,EQWQQR,174,419
429,4,skill6,EQEQWR,171,406
429,4,skill6,EQWEEQ,155,347
429,4,skill6,EQQWQR,119,285
429,4,skill10,EQQEQEQEQE,6473,12630
429,4,skill10,EQEQEREQEQ,3732,8370
429,4,skill10,EQEQEQEQEQ,4147,8238
429,4,skill10,EQWEEREQEQ,1732,4017
429,4,skill10,EQQEQRQEQE,1532,3218
429,4,skill10,EQEWEREQEQ,1331,2896
429,4,skill10,EQQEQEQRQE,814,1539
429,4,skill10,EQQEQEQEQR,726,1465
429,4,skill10,EQEQEQEREQ,637,1348
429,4,skill10,EQEQEQEQER,554,1195
429,4,skill10,EQEQEQREEQ,564,1161
429,4,skill10,EQQEQEQERQ,448,864
429,4,skill10,EQQEQERQQE,403,815
429,4,skill10,EQEQEQEQRE,373,815
429,4,skill10,EQEQQEQEQE,399,814
429,4,skill10,EQEQEREWEQ,363,758
429,4,skill10,EQQEEQEQEQ,308,603
429,4,skill10,EQQEEREQEQ,249,524
429,4,skill10,EQEQEREQEW,223,499
429,4,skill10,EQEQEQEQQE,244,484
429,4,skill10,EQEQEQQEQE,250,458
429,4,skill10,EQEQEQQEEQ,220,452
429,4,skill10,EQQEQEQEEQ,222,432
429,4,skill10,EQQEEQQEQE,206,398
429,4,skill10,EQEQEREQQE,171,374
429,4,skill10,EQEQQRQEQE,160,336
429,4,skill10,EQEQQEEQEQ,146,318
429,4,skill10,EQEQWREEEQ,139,316
429,4,skill10,EQEQERQEEQ,143,314
429,4,skill10,EQQEQEEQQE,156,301
429,4,skill10,EQWQQRQEQE,123,290
429,4,skill10,EQEQQREEEQ,126,284
429,4,skill10,EQEQERWEEQ,117,264
429,4,skill15,EQQEQEQEQERRWWW,2039,3528
429,4,skill15,EQEQEREQEQRQWWW,1703,3104
429,4,skill15,EQQEQEQEQERWRWW,1633,2732
429,4,skill15,EQEQEQEQEQRRWWW,1473,2533
429,4,skill15,EQWEEREQEQRQQWW,1117,2108
429,4,skill15,EQEWEREQEQRQQWW,829,1472
429,4,skill15,EQEQEQEQEQRWRWW,745,1334
429,4,skill15,EQQEQRQEQEREWWW,477,816
429,4,skill15,EQEQEREQEQQRWWW,410,739
429,4,skill15,EQQEQRQEQEERWWW,268,466
429,4,skill15,EQEQEQEQEQWRRWW,234,429
429,4,skill15,EQQEQEQEQEWRRWW,250,381
429,4,skill15,EQQEQEQRQEERWWW,224,355
429,4,skill15,EQEQEREWEQRQQWW,200,354
429,4,skill15,EQQEQRQEQEEWRWW,200,334
429,4,skill15,EQQEQEQEQRERWWW,189,333
429,4,skill15,EQEQEREQEQQWRWW,192,332
429,4,skill15,EQEQEQEREQQRWWW,171,304
429,4,skill15,EQEQEQEQERQRWWW,155,273
429,4,skill15,EQQEQEQEQREWRWW,143,265
429,1,skillOrder,EQW,254,767
429,1,skillOrder,QEW,60,166
429,1,skillOrder,EWQ,0,3
429,1,skillOrder,QWE,1,2
429,1,skillLevel1,Q,8,46
429,1,skillLevel1,W,0,3
429,1,skillLevel1,E,316,1022
429,1,skillLevel1,R,0,0
429,1,skillLevel2,Q,314,1015
429,1,skillLevel2,W,2,9
429,1,skillLevel2,E,8,47
429,1,skillLevel2,R,0,0
429,1,skillLevel3,Q,59,164
429,1,skillLevel3,W,83,280
429,1,skillLevel3,E,182,627
429,1,skillLevel3,R,0,0
429,1,skillLevel4,Q,161,527
429,1,skillLevel4,W,41,169
429,1,skillLevel4,E,122,375
429,1,skillLevel4,R,0,0
429,1,skillLevel5,Q,64,207
429,1,skillLevel5,W,6,22
429,1,skillLevel5,E,254,840
429,1,skillLevel5,R,0,2
429,1,skillLevel6,Q,32,112
429,1,skillLevel6,W,0,1
429,1,skillLevel6,E,28,87
429,1,skillLevel6,R,264,871
429,1,skill6,EQEQER,105,316
429,5,skillOrder,EQW,5908,11947
429,5,skillOrder,QEW,2850,5516
429,5,skillOrder,EWQ,17,39
429,5,skillOrder,QWE,1,14
429,5,skillOrder,WEQ,3,4
429,5,skillLevel1,Q,244,653
429,5,skillLevel1,W,4,13
429,5,skillLevel1,E,8648,17440
429,5,skillLevel1,R,0,0
429,5,skillLevel2,Q,8635,17413
429,5,skillLevel2,W,18,38
429,5,skillLevel2,E,243,655
429,5,skillLevel2,R,0,0
429,5,skillLevel3,Q,2800,5491
429,5,skillLevel3,W,1065,2455
429,5,skillLevel3,E,5031,10160
429,5,skillLevel3,R,0,0
429,5,skillLevel4,Q,4429,8993
429,5,skillLevel4,W,903,1904
429,5,skillLevel4,E,3563,7207
429,5,skillLevel4,R,1,2
429,5,skillLevel5,Q,2781,5563
429,5,skillLevel5,W,124,270
429,5,skillLevel5,E,5981,12248
429,5,skillLevel5,R,10,25
429,5,skillLevel6,Q,1922,3667
429,5,skillLevel6,W,9,22
429,5,skillLevel6,E,1578,2954
429,5,skillLevel6,R,5387,11463
429,5,skill6,EQEQER,2117,4372
429,5,skill6,EQEQEQ,1573,2982
429,5,skill6,EQQEQE,1298,2395
429,5,skill6,EQWEER,800,1762
429,5,skill6,EQQEQR,737,1524
429,5,skill6,EQEWER,669,1414
429,5,skill6,EQQEER,237,496
429,5,skill6,EQQEEQ,262,492
429,5,skill6,EQEQQE,228,434
429,5,skill6,EQEQQR,171,357
429,5,skill10,EQEQEREQEQ,1523,3050
429,5,skill10,EQWEEREQEQ,719,1545
429,5,skill10,EQEQEQEQEQ,757,1412
429,5,skill10,EQQEQEQEQE,752,1326
429,5,skill10,EQEWEREQEQ,624,1284
429,5,skill10,EQQEQRQEQE,553,1093
429,5,skill10,EQEQEREWEQ,147,319
429,5,skill10,EQEQEQEQER,157,282
429,5,skill10,EQQEQEQEQR,150,264
429,5,skill10,EQEQEQEREQ,133,253
429,5,skill15,EQEQEREQEQRQWWW,643,1119
429,5,skill15,EQWEEREQEQRQQWW,436,754
429,5,skill15,EQEWEREQEQRQQWW,340,602
429,5,skill15,EQEQEQEQEQRRWWW,234,421
429,5,skill15,EQQEQEQEQERRWWW,189,310
429,5,skill15,EQQEQEQEQERWRWW,203,293
429,5,skill15,EQQEQRQEQEREWWW,167,286
429,3,skillOrder,EQW,263314,543735
429,3,skillOrder,QEW,30960,64575
429,3,skillOrder,EWQ,2829,5979
429,3,skillOrder,QWE,333,737
429,3,skillOrder,WEQ,31,86
429,3,skillOrder,WQE,12,34
429,3,skillLevel1,Q,13496,32954
429,3,skillLevel1,W,653,1564
429,3,skillLevel1,E,293141,619926
429,3,skillLevel1,R,0,0
429,3,skillLevel2,Q,287023,607705
429,3,skillLevel2,W,6342,12844
429,3,skillLevel2,E,13925,33895
429,3,skillLevel2,R,0,0
429,3,skillLevel3,Q,32098,67228
429,3,skillLevel3,W,161748,343005
429,3,skillLevel3,E,113442,244208
429,3,skillLevel3,R,2,3
429,3,skillLevel4,Q,78954,172492
429,3,skillLevel4,W,56256,118851
429,3,skillLevel4,E,172063,363069
429,3,skillLevel4,R,17,32
429,3,skillLevel5,Q,36533,78523
429,3,skillLevel5,W,6665,14482
429,3,skillLevel5,E,263844,560912
429,3,skillLevel5,R,248,527
429,3,skillLevel6,Q,2408,5694
429,3,skillLevel6,W,72,166
429,3,skillLevel6,E,1539,3401
429,3,skillLevel6,R,303271,645183
429,3,skill6,EQWEER,137139,288515
429,3,skill6,EQEQER,51369,111214
429,3,skill6,EQEWER,46314,97352
429,3,skill6,EQQEQR,10677,22028
429,3,skill6,EQWQQR,6816,14241
429,3,skill6,EWQEER,5504,11020
429,3,skill6,EQQEER,4794,10025
429,3,skill6,EQEQWR,4572,9867
429,3,skill6,EQWQER,4510,9745
429,3,skill6,EQWEQR,4510,9462
429,3,skill6,QEWEER,3704,8845
429,3,skill6,EQEQQR,3479,7644
429,3,skill6,QEWQQR,2668,6567
429,3,skill6,EQQWQR,2941,5945
429,3,skill6,EQQWER,2741,5736
429,3,skill6,EQEQEQ,1559,3711
429,3,skill6,QEEQER,1430,3539
429,3,skill6,QEEWER,1434,3377
429,3,skill6,EQEWQR,1285,2827
429,3,skill6,EQQEWR,1238,2600
429,3,skill6,QEQEQR,959,2380
429,3,skill6,QEWQER,712,1782
429,3,skill6,EQQEQE,759,1691
429,3,skill6,QEQWQR,523,1245
429,3,skill6,QEWEQR,479,1162
429,3,skill6,WEQEER,474,1062
429,3,skill6,EQWEEQ,303,742
429,3,skill6,QEQEER,270,675
429,3,skill6,QEEQQR,273,666
429,3,skill6,QEEQWR,226,559
429,3,skill6,EQWWER,257,542
429,3,skill6,EWEQER,257,519
429,3,skill6,EQEQQE,208,458
429,3,skill6,QEQEWR,176,447
429,3,skill6,EQQEEQ,186,428
429,3,skill6,QEEWQR,123,357
429,3,skill6,QEQWER,148,355
429,3,skill6,EQEWEQ,155,342
429,3,skill6,EQWEWR,140,307
429,3,skill6,EWQQQR,122,251
429,3,skill10,EQWEEREQEQ,122795,250864
429,3,skill10,EQEWEREQEQ,41793,85232
429,3,skill10,EQEQEREQEQ,34520,72028
429,3,skill10,EQQEQRQEQE,6531,12918
429,3,skill10,EQWQQRQEQE,4802,9613
429,3,skill10,EQEQEREWEQ,4377,9148
429,3,skill10,EWQEEREQEQ,4306,8344
429,3,skill10,EQEQWREEEQ,3554,7424
429,3,skill10,QEWEEREQEQ,2966,6857
429,3,skill10,EQWEEREQQE,3126,6590
429,3,skill10,EQWQEREEEQ,2646,5501
429,3,skill10,EQWEERQEEQ,2535,5401
429,3,skill10,EQEQEREQEW,2392,4925
429,3,skill10,QEWQQRQEQE,1935,4586
429,3,skill10,EQQEEREQEQ,2244,4525
429,3,skill10,EQEQERWEEQ,1973,4180
429,3,skill10,EQWEQREEEQ,1980,4065
429,3,skill10,EQQWQRQEQE,2109,4036
429,3,skill10,EQQWEREEEQ,1954,3978
429,3,skill10,EQEQEREQQE,1381,3000
429,3,skill10,EQEQERQEEQ,1454,2983
429,3,skill10,QEEWEREQEQ,1228,2765
429,3,skill10,EQEQQREEEQ,979,2110
429,3,skill10,EQEWEREQQE,958,2040
429,3,skill10,QEEQEREQEQ,799,1933
429,3,skill10,EQEQQRQEQE,827,1675
429,3,skill10,EQEWERQEEQ,783,1643
429,3,skill10,EQEQEREQWE,751,1617
429,3,skill10,EQWEEREQEW,748,1583
429,3,skill10,EQEQERQEQE,692,1438
429,3,skill10,QEQEQRQEQE,583,1344
429,3,skill10,EQWEEREQQQ,546,1248
429,3,skill10,EQQEWREEEQ,614,1234
429,3,skill10,EQEWQREEEQ,596,1226
429,3,skill10,EQWEEREWEQ,557,1218
429,3,skill10,EQQEQREQEQ,602,1136
429,3,skill10,EWQEEREWEW,531,1073
429,3,skill10,EQEQEQEQEQ,458,1060
429,3,skill10,EQQEQREEEQ,533,1053
429,3,skill10,EQWQQREEEE,476,1021
429,3,skill10,EQWEQRQQQE,506,994
429,3,skill10,EQQEEREWEQ,426,911
429,3,skill10,QEQWQRQEQE,402,909
429,3,skill10,WEQEEREQEQ,409,864
429,3,skill10,EQQEQREQQE,422,850
429,3,skill10,EQWEEREWEW,404,840
429,3,skill10,EQQEQRQEEQ,397,815
429,3,skill10,EQWEERQQEE,374,771
429,3,skill10,EQEQEQREEQ,334,722
429,3,skill10,EQEQEREQQQ,331,684
429,3,skill10,EQQEQRQWQE,326,650
429,3,skill10,EQWQERQQQE,313,639
429,3,skill10,EQEQERQQQE,271,595
429,3,skill10,EQWQQREQQE,276,578
429,3,skill10,QEWQEREEEQ,247,572
429,3,skill10,EQQEERQQQE,275,565
429,3,skill10,EQWEERQEQE,284,556
429,3,skill10,EQWEQREQEE,267,556
429,3,skill10,EQWEQREQEQ,287,552
429,3,skill10,EQWEERQQQQ,284,547
429,3,skill10,EQWQQRQEEQ,258,530
429,3,skill10,EQQEWRQQQE,257,526
429,3,skill10,EQEWEREQEW,247,506
429,3,skill10,EQQEQEQEQE,216,497
429,3,skill10,EQEQERQQEE,243,494
429,3,skill10,EQQEERQEEQ,244,489
429,3,skill10,EQQWQREEEE,242,479
429,3,skill10,EQWQERQEEE,212,476
429,3,skill10,EQWEQRQEEE,220,467
429,3,skill10,EQWEEREQER,215,467
429,3,skill10,EQWEQREEQE,214,457
429,3,skill10,EQQEERWEEQ,229,452
429,3,skill10,EQWEEREEQQ,233,445
429,3,skill10,EQQEQRQEEE,223,439
429,3,skill10,EQQEEREQEW,217,437
429,3,skill10,EQQEEREQQE,218,429
429,3,skill10,EQWQQRQEEE,179,423
429,3,skill10,EQEWEREWEQ,201,419
429,3,skill10,QEWEEREQQE,186,410
429,3,skill10,EQWQEREQEE,196,394
429,3,skill10,EQQEQRWQQE,187,389
429,3,skill10,EQQEQRQEQW,193,389
429,3,skill10,EQEQQRQEEE,180,387
429,3,skill10,EQEQEQEREQ,178,370
429,3,skill10,EQWEERQQEQ,157,367
429,3,skill10,EQEWQRQQQE,165,360
429,3,skill10,EQWWEREEEQ,175,360
429,3,skill10,EQWEEQREEQ,166,358
429,3,skill10,EWEQEREQEQ,183,356
429,3,skill10,QEWEERQEEQ,142,353
429,3,skill10,EQEWEREQQQ,164,353
429,3,skill10,EQEQQREQQE,158,338
429,3,skill10,EQEQWRQEEE,155,335
429,3,skill10,QEEQWREEEQ,145,325
429,3,skill10,EQEQWREQEE,148,323
429,3,skill10,EQWQEREEQE,143,322
429,3,skill10,EQWQERQEQE,166,314
429,3,skill10,QEWEQREEEQ,144,314
429,3,skill10,QEEQEREWEQ,127,308
429,3,skill10,EQEQERQEQQ,139,308
429,3,skill10,EQQEQERQQE,145,305
429,3,skill10,EQEQQREEQE,136,304
429,3,skill10,EQEQQREQEE,154,304
429,3,skill10,EQEQQRQEEQ,139,295
429,3,skill10,EQQEQREQEE,138,288
429,3,skill10,EQWEERQQQE,129,285
429,3,skill10,EQEQWREEQE,139,282
429,3,skill10,EQEWERQQEE,133,280
429,3,skill10,EWQEEREQEW,137,276
429,3,skill10,EWQEEREWEQ,125,271
429,3,skill10,QEWQQRQEEQ,119,259
429,3,skill10,EQWEERQEQQ,117,256
429,3,skill15,EQWEEREQEQRQQWW,60688,100607
429,3,skill15,EQEWEREQEQRQQWW,20445,33833
429,3,skill15,EQEQEREQEQRQWWW,14684,24358
429,3,skill15,EQEQEREWEQRQQWW,2106,3531
429,3,skill15,EQQEQRQEQEREWWW,2188,3500
429,3,skill15,EQWQQRQEQEREEWW,2111,3493
429,3,skill15,EWQEEREQEQRQQWW,2021,3284
429,3,skill15,EQEQWREEEQRQQWW,1704,2895
429,3,skill15,QEWEEREQEQRQQWW,1556,2720
429,3,skill15,EQWEEREQQERQQWW,1524,2592
429,3,skill15,EQWQEREEEQRQQWW,1273,2166
429,3,skill15,EQWEERQEEQRQQWW,1240,2113
429,3,skill15,EQEQEREQEQQRWWW,1255,2096
429,3,skill15,EQEQEREQEWRQQWW,1127,1870
429,3,skill15,QEWQQRQEQEREEWW,958,1758
429,3,skill15,EQEQERWEEQRQQWW,966,1685
429,3,skill15,EQWEEREQEQQQRWW,1067,1635
429,3,skill15,EQWEQREEEQRQQWW,938,1561
429,3,skill15,EQQWEREEEQRQQWW,924,1544
429,3,skill15,EQQWQRQEQEREEWW,907,1451
429,3,skill15,EQQEEREQEQRQWWW,885,1449
429,3,skill15,EQEQEREQEQRWQWW,838,1404
429,3,skill15,QEEWEREQEQRQQWW,625,1118
429,3,skill15,EQWEEREQEQQRQWW,642,1023
429,3,skill15,EQEQEREQQERQWWW,572,960
429,3,skill15,EQEQERQEEQRQWWW,582,926
429,3,skill15,EQEQEREQEQQWRWW,521,876
429,3,skill15,EQEWEREQEQQQRWW,499,814
429,3,skill15,EQEWEREQQERQQWW,471,798
429,3,skill15,EQQEQRQEQEERWWW,508,787
429,3,skill15,EQWEEREQEQRQWQW,436,733
429,3,skill15,EQEQQREEEQRQWWW,412,698
429,3,skill15,QEEQEREQEQRQWWW,380,665
429,3,skill15,EQWEEREQEQRWQQW,369,648
429,3,skill15,EQEQEREQWERQQWW,377,641
429,3,skill15,EQEWERQEEQRQQWW,379,611
429,3,skill15,EQEQQRQEQEREWWW,344,524
429,3,skill15,EQQEWREEEQRQQWW,289,488
429,3,skill15,EQEWEREQEQQRQWW,303,466
429,3,skill15,EQQEQRQEQEEWRWW,266,451
429,3,skill15,QEQEQRQEQEREWWW,249,451
429,3,skill15,EQEWQREEEQRQQWW,258,444
429,3,skill15,EQWEEREQEWRQQQW,263,428
429,3,skill15,EQWEEREQEQQQWWW,238,414
429,3,skill15,QEQWQRQEQEREEWW,200,382
429,3,skill15,EQWEEREWEQRQQQW,209,374
429,3,skill15,EQWQQREEEERQQWW,228,370
429,3,skill15,EQEQERQEQERQWWW,225,363
429,3,skill15,EQQEEREWEQRQQWW,196,361
429,3,skill15,EQWEQRQQQEREEWW,221,356
429,3,skill15,EWQEEREWEWRWWQQ,225,352
429,3,skill15,WEQEEREQEQRQQWW,196,340
429,3,skill15,EQQEQREEEQRQWWW,194,323
429,3,skill15,EQWEEREQQQREQWW,173,298
429,3,skill15,EQWEERQQEERQQWW,177,288
429,2,skillOrder,EQW,444,1324
429,2,skillOrder,QEW,189,526
429,2,skillOrder,EWQ,20,39
429,2,skillOrder,QWE,8,20
429,2,skillOrder,WQE,9,19
429,2,skillOrder,WEQ,6,11
429,2,skillLevel1,Q,154,458
429,2,skillLevel1,W,20,47
429,2,skillLevel1,E,550,1841
429,2,skillLevel1,R,0,0
429,2,skillLevel2,Q,545,1820
429,2,skillLevel2,W,28,82
429,2,skillLevel2,E,151,444
429,2,skillLevel2,R,0,0
429,2,skillLevel3,Q,139,407
429,2,skillLevel3,W,355,1130
429,2,skillLevel3,E,230,807
429,2,skillLevel3,R,0,2
429,2,skillLevel4,Q,253,844
429,2,skillLevel4,W,107,351
429,2,skillLevel4,E,363,1148
429,2,skillLevel4,R,1,3
429,2,skillLevel5,Q,230,698
429,2,skillLevel5,W,29,71
429,2,skillLevel5,E,465,1566
429,2,skillLevel5,R,0,11
429,2,skillLevel6,Q,23,81
429,2,skillLevel6,W,0,5
429,2,skillLevel6,E,15,73
429,2,skillLevel6,R,686,2187
429,2,skill6,EQWEER,199,655
429,2,skill6,EQEQER,97,324
429,2,skill10,EQWEEREQEQ,160,474
43,4,skillOrder,QEW,23076,47392
43,4,skillOrder,QWE,5872,12571
43,4,skillOrder,WQE,374,832
43,4,skillOrder,EQW,248,529
43,4,skillOrder,WEQ,154,376
43,4,skillOrder,EWQ,66,140
43,4,skillLevel1,Q,28694,59953
43,4,skillLevel1,W,700,1542
43,4,skillLevel1,E,637,1271
43,4,skillLevel1,R,0,0
43,4,skillLevel2,Q,906,1917
43,4,skillLevel2,W,13776,28734
43,4,skillLevel2,E,15349,32115
43,4,skillLevel2,R,0,0
43,4,skillLevel3,Q,1424,2982
43,4,skillLevel3,W,15059,31448
43,4,skillLevel3,E,13548,28336
43,4,skillLevel3,R,0,0
43,4,skillLevel4,Q,28000,58295
43,4,skillLevel4,W,1158,2556
43,4,skillLevel4,E,871,1910
43,4,skillLevel4,R,2,5
43,4,skillLevel5,Q,28922,60307
43,4,skillLevel5,W,651,1472
43,4,skillLevel5,E,413,915
43,4,skillLevel5,R,45,72
43,4,skillLevel6,Q,115,255
43,4,skillLevel6,W,80,186
43,4,skillLevel6,E,168,356
43,4,skillLevel6,R,29668,61969
43,4,skill6,QEWQQR,14029,29247
43,4,skill6,QWEQQR,12288,25540
43,4,skill6,QEQWQR,501,1042
43,4,skill6,QWQEQR,427,898
43,4,skill6,WQEQQR,402,871
43,4,skill6,EQWQQR,279,544
43,4,skill6,EWQQQR,213,406
43,4,skill6,QWEWWR,153,377
43,4,skill6,QWEQWR,128,294
43,4,skill10,QEWQQRQEQE,11624,23887
43,4,skill10,QWEQQRQEQE,7723,15621
43,4,skill10,QWEQQRQWQW,2802,5883
43,4,skill10,QEWQQRQWQW,816,1790
43,4,skill10,QWEQQRQWQE,668,1465
43,4,skill10,QWEQQRQEQW,500,1097
43,4,skill10,QEWQQRQWQE,479,1039
43,4,skill10,QEWQQRQEQW,437,938
43,4,skill10,QEQWQRQEQE,431,887
43,4,skill10,QWQEQRQEQE,264,559
43,4,skill10,WQEQQRQEQE,259,533
43,4,skill10,EQWQQRQEQE,216,423
43,4,skill10,EWQQQRQEQE,177,328
43,4,skill10,QEWQQRQEEQ,137,308
43,4,skill15,QEWQQRQEQEREEWW,7227,12940
43,4,skill15,QWEQQRQEQEREEWW,4651,8201
43,4,skill15,QWEQQRQWQWRWWEE,1468,2726
43,4,skill15,QEWQQRQWQWRWWEE,375,733
43,4,skill15,QEQWQRQEQEREEWW,272,479
43,4,skill15,QWEQQRQWQEREEEW,241,438
43,4,skill15,QEWQQRQWQEREEEW,193,351
43,4,skill15,QWQEQRQEQEREEWW,161,294
43,4,skill15,WQEQQRQEQEREEWW,160,278
43,4,skill15,QEWQQRQEQWREEEW,138,250
43,1,skillOrder,QEW,101,327
43,1,skillOrder,QWE,36,129
43,1,skillOrder,WQE,9,17
43,1,skillOrder,EQW,5,17
43,1,skillOrder,WEQ,1,8
43,1,skillOrder,EWQ,1,3
43,1,skillLevel1,Q,144,518
43,1,skillLevel1,W,15,41
43,1,skillLevel1,E,1,13
43,1,skillLevel1,R,0,0
43,1,skillLevel2,Q,12,43
43,1,skillLevel2,W,73,251
43,1,skillLevel2,E,75,278
43,1,skillLevel2,R,0,0
43,1,skillLevel3,Q,9,32
43,1,skillLevel3,W,72,275
43,1,skillLevel3,E,79,265
43,1,skillLevel3,R,0,0
43,1,skillLevel4,Q,143,502
43,1,skillLevel4,W,6,32
43,1,skillLevel4,E,11,37
43,1,skillLevel4,R,0,1
43,1,skillLevel5,Q,143,516
43,1,skillLevel5,W,10,28
43,1,skillLevel5,E,7,27
43,1,skillLevel5,R,0,1
43,1,skillLevel6,Q,0,3
43,1,skillLevel6,W,1,3
43,1,skillLevel6,E,2,8
43,1,skillLevel6,R,157,558
43,5,skillOrder,QEW,26203,52530
43,5,skillOrder,QWE,5924,12326
43,5,skillOrder,EQW,264,523
43,5,skillOrder,WQE,66,155
43,5,skillOrder,EWQ,23,67
43,5,skillOrder,WEQ,37,53
43,5,skillLevel1,Q,32253,65659
